Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
06,2024,03,12,12,10,57,0.332,-0.045,NaN,46.098,44.409,NaN,361.888,247.273,16456.14,4.349
06,2024,03,12,12,10,58,0.282,-0.015,NaN,47.252,46.041,NaN,454.857,170.401,16416.67,4.349
06,2024,03,12,12,10,58,0.327,-0.054,NaN,46.542,45.996,NaN,345.8,301.501,16482.05,4.349
06,2024,03,12,12,10,59,0.275,0.005,NaN,45.921,44.968,NaN,375.264,171.08,16386.78,4.349
06,2024,03,12,12,10,59,0.261,-0.029,NaN,48.405,46.376,NaN,256.921,230.697,16403.32,4.349
06,2024,03,12,12,11,00,0.207,-0.081,NaN,45.721,46.6,NaN,248.84,345.48,16450.73,4.349
06,2024,03,12,12,11,00,0.251,-0.111,NaN,45.677,45.728,NaN,240.931,323.261,16436,4.349
06,2024,03,12,12,11,01,0.279,-0.074,NaN,47.008,46.488,NaN,93.337,334.87,16467.68,4.349
06,2024,03,12,12,11,01,0.294,-0.144,NaN,45.921,46.063,NaN,112.809,309.454,16438.9,4.349
06,2024,03,12,12,11,02,0.342,-0.098,NaN,46.564,43.694,NaN,75.391,267.746,16468.38,4.349
06,2024,03,12,12,11,02,0.311,-0.143,NaN,45.455,44.298,NaN,154.266,317.122,16452.35,4.349
06,2024,03,12,12,11,03,0.484,-0.058,NaN,46.964,44.767,NaN,185.362,370.077,16421.29,4.349
07,2024,03,12,12,11,22,0.364,-0.121,NaN,45.61,45.125,NaN,622.061,81.853,16443.73,4.349
07,2024,03,12,12,11,23,0.326,-0.074,NaN,46.542,46.868,NaN,561.625,196.677,16458.41,4.349
07,2024,03,12,12,11,23,0.305,-0.048,NaN,45.943,43.672,NaN,419.012,50.538,16419.82,4.349
07,2024,03,12,12,11,24,0.322,-0.094,NaN,47.074,45.773,NaN,355.199,-114.375,16462.14,4.349
07,2024,03,12,12,11,24,0.349,-0.106,NaN,46.076,47.024,NaN,371.613,-101.408,16436.89,4.349
07,2024,03,12,12,11,25,0.347,-0.105,NaN,49.182,45.214,NaN,324.968,-98.162,16455.48,4.349
07,2024,03,12,12,11,25,0.278,-0.09,NaN,47.518,44.32,NaN,366.199,-173.566,16455.32,4.349
07,2024,03,12,12,11,26,0.309,-0.114,NaN,46.564,45.035,NaN,421.11,-139.991,16430.8,4.349
07,2024,03,12,12,11,26,0.281,-0.074,NaN,44.634,44.678,NaN,529.282,-158.505,16470.52,4.349
07,2024,03,12,12,11,27,0.322,-0.098,NaN,45.366,45.326,NaN,459.355,-153.044,16437.61,4.349
07,2024,03,12,12,11,27,0.381,-0.092,NaN,46.941,49.058,NaN,372.61,-243.745,16429.12,4.349
07,2024,03,12,12,11,28,0.299,-0.081,NaN,48.494,46.287,NaN,231.781,-184.078,16451.76,4.349
07,2024,03,12,12,11,28,0.307,-0.119,NaN,47.097,44.454,NaN,161.264,-209.325,16450.54,4.349
07,2024,03,12,12,11,29,0.368,-0.073,NaN,45.943,46.332,NaN,180.185,67.355,16455.08,4.349
07,2024,03,12,12,11,29,0.276,-0.074,NaN,46.986,46.265,NaN,269.775,7.913,16434.95,4.349
07,2024,03,12,12,11,30,0.284,-0.038,NaN,47.673,45.572,NaN,286.448,-123.569,16454.7,4.349
07,2024,03,12,12,11,30,0.232,-0.077,NaN,46.586,44.812,NaN,326.426,-136.537,16451.93,4.349
07,2024,03,12,12,11,31,0.553,-0.033,NaN,45.721,44.566,NaN,362.982,-213.423,16442.09,4.349
07,2024,03,12,12,11,31,0.431,-0.085,NaN,46.808,45.192,NaN,308.977,-128.372,16443.77,4.349
07,2024,03,12,12,11,32,0.287,-0.102,NaN,48.295,46.689,NaN,273.362,-241.697,16432.58,4.349
07,2024,03,12,12,11,32,0.363,-0.15,NaN,46.254,46.13,NaN,311.328,-14.647,16430.5,4.349
07,2024,03,12,12,11,33,0.302,-0.049,NaN,46.964,45.706,NaN,453.481,-26.681,16445.15,4.349
07,2024,03,12,12,11,33,0.346,-0.066,NaN,46.187,47.159,NaN,438.508,-86.008,16465.17,4.349
07,2024,03,12,12,11,34,0.413,-0.07,NaN,47.052,45.795,NaN,450.548,37.3,16448.93,4.349
07,2024,03,12,12,11,34,0.419,-0.102,NaN,48.25,45.438,NaN,397.427,24.578,16467.28,4.349
07,2024,03,12,12,11,35,0.351,-0.05,NaN,47.562,44.477,NaN,312.628,-35.594,16444.72,4.349
07,2024,03,12,12,11,35,0.476,-0.03,NaN,47.429,46.153,NaN,314.034,-43.71,16455.86,4.349
07,2024,03,12,12,11,36,0.317,-0.099,NaN,46.919,45.058,NaN,353.935,-40.787,16464.44,4.349
07,2024,03,12,12,11,36,0.341,-0.115,NaN,45.81,45.102,NaN,503.906,-158.222,16454.17,4.349
07,2024,03,12,12,11,37,0.365,-0.118,NaN,46.675,45.907,NaN,492.245,57.891,16449.71,4.349
07,2024,03,12,12,11,37,0.298,-0.061,NaN,45.499,46.354,NaN,546.488,12.868,16445.22,4.349
07,2024,03,12,12,11,38,0.338,-0.135,NaN,47.585,46.577,NaN,460.737,-138.854,16458.56,4.349
07,2024,03,12,12,11,38,0.287,-0.1,NaN,43.924,43.471,NaN,527.151,-42.939,16434.81,4.349
07,2024,03,12,12,11,39,0.236,-0.039,NaN,45.144,47.807,NaN,482.678,96.228,16461.15,4.349
07,2024,03,12,12,11,39,0.277,-0.083,NaN,45.522,44.275,NaN,476.172,110.535,16474,4.349
07,2024,03,12,12,11,40,0.309,-0.052,NaN,47.274,45.236,NaN,495.253,59.335,16464.16,4.349
07,2024,03,12,12,11,40,0.381,-0.12,NaN,44.368,47.516,NaN,459.893,21.129,16461.7,4.349
07,2024,03,12,12,11,41,0.352,-0.045,NaN,47.363,45.84,NaN,442.128,32.261,16477.57,4.349
07,2024,03,12,12,11,41,0.307,-0.093,NaN,46.298,46.712,NaN,356.137,10.65,16439.36,4.349
07,2024,03,12,12,11,42,0.339,-0.117,NaN,44.213,45.974,NaN,321.963,-58.149,16455.83,4.349
07,2024,03,12,12,11,42,0.31,-0.125,NaN,46.209,44.342,NaN,321.686,-106.177,16458.56,4.349
07,2024,03,12,12,11,43,0.337,-0.118,NaN,46.342,45.885,NaN,311.433,20.504,16435.64,4.349
07,2024,03,12,12,11,43,0.347,-0.09,NaN,46.764,46.801,NaN,369.726,-101.601,16457.67,4.349
07,2024,03,12,12,11,44,0.335,-0.118,NaN,46.941,46.041,NaN,273.071,9.558,16428.6,4.349
07,2024,03,12,12,11,44,0.285,-0.105,NaN,47.762,46.265,NaN,206.648,-65.635,16460.56,4.349
07,2024,03,12,12,11,45,0.156,-0.054,NaN,45.987,43.806,NaN,274.075,-278.999,16483.43,4.349
07,2024,03,12,12,11,45,0.29,-0.109,NaN,44.834,46.913,NaN,301.567,-43.413,16431.69,4.349
07,2024,03,12,12,11,46,0.22,-0.106,NaN,45.81,45.527,NaN,440.316,159.212,16422.77,4.349
07,2024,03,12,12,11,46,0.326,-0.103,NaN,45.034,45.192,NaN,451.367,214.858,16453.86,4.349
07,2024,03,12,12,11,47,0.323,-0.11,NaN,45.899,44.655,NaN,473.878,197.287,16439.6,4.349
07,2024,03,12,12,11,47,0.236,-0.058,NaN,45.987,45.661,NaN,491.606,273.824,16458.19,4.349
07,2024,03,12,12,11,48,0.358,-0.098,NaN,44.745,45.236,NaN,538.436,304.192,16438.33,4.349
07,2024,03,12,12,11,48,0.316,-0.051,NaN,46.52,45.147,NaN,468.554,161.865,16464.79,4.349
07,2024,03,12,12,11,49,0.387,-0.068,NaN,46.342,45.303,NaN,428.439,128.498,16460.71,4.349
07,2024,03,12,12,11,49,0.399,-0.049,NaN,44.9,47.181,NaN,388.617,146.358,16453.93,4.349
07,2024,03,12,12,11,50,0.381,-0.063,NaN,46.875,44.275,NaN,466.114,254.892,16443.25,4.349
07,2024,03,12,12,11,50,0.256,-0.097,NaN,46.586,45.795,NaN,504.184,219.394,16454.64,4.349
07,2024,03,12,12,11,51,0.304,-0.113,NaN,47.341,45.259,NaN,465.452,227.322,16481.38,4.349
07,2024,03,12,12,11,51,0.237,-0.049,NaN,48.45,45.795,NaN,660.542,405.995,16439.4,4.349
07,2024,03,12,12,11,52,0.301,-0.093,NaN,45.921,45.661,NaN,631.365,359.632,16449.75,4.349
07,2024,03,12,12,11,52,0.275,-0.068,NaN,46.742,45.616,NaN,428.04,389.244,16468.03,4.349
07,2024,03,12,12,11,53,0.368,-0.107,NaN,45.167,44.432,NaN,447.434,379.719,16450.6,4.349
07,2024,03,12,12,11,53,0.311,-0.069,NaN,47.03,44.745,NaN,434.489,354.169,16451.78,4.349
07,2024,03,12,12,11,54,0.363,-0.046,NaN,46.941,46.533,NaN,465.71,437.507,16422.61,4.349
07,2024,03,12,12,11,54,0.303,-0.059,NaN,46.875,46.6,NaN,520.981,347.431,16443.31,4.349
07,2024,03,12,12,11,55,0.305,-0.094,NaN,47.03,45.818,NaN,482.485,299.718,16432.71,4.349
07,2024,03,12,12,11,55,0.331,-0.071,NaN,48.028,48.41,NaN,407.9,218.072,16474.1,4.349
07,2024,03,12,12,11,56,0.277,-0.055,NaN,47.03,47.784,NaN,449.533,193.974,16463.24,4.349
07,2024,03,12,12,11,56,0.253,-0.073,NaN,44.39,44.231,NaN,395.309,197.554,16451.32,4.349
07,2024,03,12,12,11,57,0.388,-0.041,NaN,47.163,45.259,NaN,345.412,108.3,16440.16,4.349
07,2024,03,12,12,11,57,0.286,-0.087,NaN,48.139,46.957,NaN,312.112,142.159,16430.43,4.349
07,2024,03,12,12,11,58,0.281,-0.056,NaN,45.411,44.946,NaN,381.853,71.195,16453.11,4.349
07,2024,03,12,12,11,58,0.179,-0.078,NaN,46.098,44.097,NaN,315.981,45.815,16463.15,4.349
07,2024,03,12,12,11,59,0.256,-0.101,NaN,47.407,43.739,NaN,368.711,-3.922,16450.6,4.349
07,2024,03,12,12,11,59,0.312,-0.063,NaN,46.187,44.119,NaN,375.447,15.416,16433.28,4.349
07,2024,03,12,12,12,00,0.243,-0.031,NaN,45.832,46.354,NaN,301.072,-50.138,16465.22,4.349
07,2024,03,12,12,12,00,0.359,-0.185,NaN,46.742,46.354,NaN,264.245,-83.46,16454.79,4.349
07,2024,03,12,12,12,01,0.297,-0.117,NaN,46.453,44.767,NaN,274.434,-20.91,16434.73,4.349
07,2024,03,12,12,12,01,0.473,-0.065,NaN,46.365,45.013,NaN,281.769,-85.194,16459.81,4.349
07,2024,03,12,12,12,02,0.409,-0.02,NaN,47.074,44.879,NaN,314.596,-36.938,16417.53,4.349
08,2024,03,12,12,12,25,0.292,-0.106,NaN,46.653,45.572,NaN,522.182,-337.241,16443.62,4.349
08,2024,03,12,12,12,26,0.266,-0.041,NaN,46.83,44.991,NaN,490.352,-292.674,16447.17,4.349
08,2024,03,12,12,12,26,0.353,-0.01,NaN,45.632,46.443,NaN,574.843,-184.36,16419.16,4.349
08,2024,03,12,12,12,27,0.286,-0.07,NaN,45.588,45.84,NaN,483.59,-241.017,16440.46,4.349
08,2024,03,12,12,12,27,0.313,-0.091,NaN,47.452,45.706,NaN,637.036,-570.383,16410.95,4.349
08,2024,03,12,12,12,28,0.294,-0.021,NaN,45.899,45.706,NaN,598.011,-177.348,16417.77,4.349
08,2024,03,12,12,12,28,0.414,-0.057,NaN,46.986,45.639,NaN,573.273,-141.687,16419.55,4.349
08,2024,03,12,12,12,29,0.328,-0.092,NaN,46.853,47.293,NaN,447.62,-541.792,16490.39,4.349
08,2024,03,12,12,12,29,0.335,-0.057,NaN,44.501,45.035,NaN,551.77,-141.701,16431.7,4.349
08,2024,03,12,12,12,30,0.434,-0.061,NaN,47.185,47.203,NaN,651.317,-131.567,16436.73,4.349
08,2024,03,12,12,12,30,0.489,-0.059,NaN,46.675,45.907,NaN,702.686,-103.605,16460.83,4.349
08,2024,03,12,12,12,31,0.323,-0.067,NaN,43.836,46.644,NaN,674.572,-101.462,16437.34,4.349
08,2024,03,12,12,12,31,0.369,-0.067,NaN,46.365,46.399,NaN,611.549,-186.755,16464.1,4.349
08,2024,03,12,12,12,32,0.341,-0.081,NaN,47.851,47.337,NaN,596.105,-428.482,16465.1,4.349
08,2024,03,12,12,12,32,0.333,-0.069,NaN,46.964,44.856,NaN,609.285,-332.36,16446.65,4.349
08,2024,03,12,12,12,33,0.221,-0.016,NaN,45.899,44.566,NaN,564.996,-351.52,16428.07,4.349
08,2024,03,12,12,12,33,0.246,-0.038,NaN,45.655,46.555,NaN,546.631,-381.962,16459.53,4.349
08,2024,03,12,12,12,34,0.281,-0.031,NaN,46.83,43.828,NaN,681.65,-133.409,16428.24,4.349
08,2024,03,12,12,12,34,0.425,-0.06,NaN,46.675,47.941,NaN,645.011,-321.785,16438.36,4.349
08,2024,03,12,12,12,35,0.406,-0.084,NaN,46.365,44.946,NaN,582.945,-250.506,16452.42,4.349
08,2024,03,12,12,12,35,0.363,-0.031,NaN,48.006,45.505,NaN,645.104,-312.863,16434.89,4.349
08,2024,03,12,12,12,36,0.331,-0.025,NaN,47.607,46.376,NaN,673.533,-325.414,16431.6,4.349
08,2024,03,12,12,12,36,0.259,-0.07,NaN,47.385,46.756,NaN,671.641,-293.596,16451.45,4.349
08,2024,03,12,12,12,37,0.29,-0.023,NaN,44.945,46.287,NaN,561.383,-383.432,16420.6,4.349
08,2024,03,12,12,12,37,0.286,-0.05,NaN,46.475,45.818,NaN,590.186,-284.11,16430.85,4.349
08,2024,03,12,12,12,38,0.229,-0.001,NaN,46.475,44.633,NaN,589.195,-412.361,16456.26,4.349
08,2024,03,12,12,12,38,0.269,-0.068,NaN,47.829,46.175,NaN,569.482,-460.209,16450.2,4.349
08,2024,03,12,12,12,39,0.291,-0.075,NaN,44.745,44.097,NaN,543.632,-317.776,16442.33,4.349
08,2024,03,12,12,12,39,0.296,-0.042,NaN,44.656,44.901,NaN,502.674,-383.173,16423.35,4.349
08,2024,03,12,12,12,40,0.425,-0.049,NaN,47.008,46.98,NaN,483.101,-331.713,16443.13,4.349
08,2024,03,12,12,12,40,0.378,-0.057,NaN,46.076,44.633,NaN,555.936,-351.597,16440.39,4.349
08,2024,03,12,12,12,41,0.432,-0.016,NaN,46.431,46.13,NaN,532.35,-424.452,16448.25,4.349
08,2024,03,12,12,12,41,0.336,-0.08,NaN,45.921,44.164,NaN,634.973,-533.37,16445.06,4.349
08,2024,03,12,12,12,42,0.44,0.018,NaN,43.813,45.438,NaN,654.188,-542.563,16466.57,4.349
08,2024,03,12,12,12,42,0.372,-0.038,NaN,44.479,46.6,NaN,713.763,-455.405,16432.68,4.349
08,2024,03,12,12,12,43,0.335,-0.052,NaN,47.385,48.053,NaN,755.181,-386.142,16419.7,4.349
08,2024,03,12,12,12,43,0.345,-0.019,NaN,47.474,44.745,NaN,742.322,-411.174,16440.61,4.349
08,2024,03,12,12,12,44,0.291,-0.032,NaN,45.61,46.488,NaN,662.225,-377.189,16459.39,4.349
08,2024,03,12,12,12,44,0.241,-0.021,NaN,46.986,47.091,NaN,582.964,-271.752,16443.32,4.349
08,2024,03,12,12,12,45,0.226,-0.078,NaN,45.211,45.348,NaN,584.114,-421.016,16434.78,4.349
08,2024,03,12,12,12,45,0.29,-0.047,NaN,46.165,44.477,NaN,600.46,-309.24,16450.31,4.349
08,2024,03,12,12,12,46,0.327,-0.02,NaN,47.984,45.482,NaN,603.424,-511.637,16419.94,4.349
08,2024,03,12,12,12,46,0.294,-0.013,NaN,46.209,46.153,NaN,556.435,-614.701,16437.85,4.349
08,2024,03,12,12,12,47,0.331,-0.061,NaN,46.853,45.572,NaN,500.426,-429.556,16440.65,4.349
08,2024,03,12,12,12,47,0.403,-0.024,NaN,46.276,44.991,NaN,486.009,-495.173,16430.92,4.349
08,2024,03,12,12,12,48,0.379,-0.024,NaN,46.72,44.655,NaN,486.165,-457.859,16433.07,4.349
08,2024,03,12,12,12,48,0.325,-0.082,NaN,45.455,45.371,NaN,604.978,-456.883,16456.05,4.349
08,2024,03,12,12,12,49,0.415,-0.064,NaN,47.452,45.795,NaN,598.028,-499.253,16428.88,4.349
08,2024,03,12,12,12,49,0.324,-0.057,NaN,45.034,44.32,NaN,525.639,-432.995,16416.07,4.349
08,2024,03,12,12,12,50,0.364,-0.053,NaN,45.588,46.801,NaN,441.424,-484.423,16444.63,4.349
08,2024,03,12,12,12,51,0.491,-0.038,NaN,47.807,46.086,NaN,470.196,-471.932,16425.59,4.349
08,2024,03,12,12,12,51,0.378,-0.062,NaN,47.873,46.354,NaN,429.268,-450.499,16435.9,4.349
08,2024,03,12,12,12,51,0.376,-0.053,NaN,47.696,47.36,NaN,423.835,-425.74,16452.07,4.349
08,2024,03,12,12,12,52,0.348,-0.103,NaN,46.342,46.421,NaN,450.772,-349.502,16460.3,4.349
08,2024,03,12,12,12,53,0.384,-0.052,NaN,46.298,46.086,NaN,434.899,-374.137,16442.06,4.349
08,2024,03,12,12,12,53,0.366,-0.011,NaN,45.189,47.159,NaN,350.757,-460.947,16452.5,4.349
08,2024,03,12,12,12,54,0.289,-0.025,NaN,44.479,45.08,NaN,295.293,-584.936,16432.75,4.349
08,2024,03,12,12,12,54,0.25,-0.009,NaN,47.895,45.84,NaN,298.915,-545.931,16442.07,4.349
08,2024,03,12,12,12,55,0.231,-0.054,NaN,43.813,44.7,NaN,322.598,-478.323,16425.27,4.349
08,2024,03,12,12,12,55,0.298,-0.071,NaN,44.79,46.577,NaN,393.847,-388.223,16448.47,4.349
08,2024,03,12,12,12,56,0.295,-0.022,NaN,45.588,46.041,NaN,335.292,-391.4,16438.74,4.349
08,2024,03,12,12,12,56,0.278,-0.068,NaN,45.832,46.22,NaN,289.002,-421.338,16432.47,4.349
08,2024,03,12,12,12,57,0.306,-0.012,NaN,45.1,44.119,NaN,238.29,-508.557,16468.27,4.349
08,2024,03,12,12,12,57,0.356,-0.08,NaN,45.61,46.779,NaN,279.794,-456.95,16442.67,4.349
08,2024,03,12,12,12,58,0.358,-0.052,NaN,47.274,44.856,NaN,299.736,-377.053,16443.72,4.349
08,2024,03,12,12,12,58,0.38,-0.054,NaN,47.318,44.298,NaN,278.768,-332.401,16433.19,4.349
08,2024,03,12,12,12,59,0.362,-0.031,NaN,46.254,45.773,NaN,254.117,-309.081,16424.19,4.349
08,2024,03,12,12,12,59,0.317,-0.022,NaN,47.097,48.678,NaN,284.154,-316.446,16435.2,4.349
08,2024,03,12,12,13,00,0.403,-0.061,NaN,46.808,44.454,NaN,480.376,-185.84,16435.62,4.349
08,2024,03,12,12,13,00,0.338,-0.087,NaN,46.453,46.13,NaN,472.28,-32.881,16433.43,4.349
08,2024,03,12,12,13,01,0.401,-0.069,NaN,47.23,47.516,NaN,400.191,-144.83,16463.36,4.349
08,2024,03,12,12,13,01,0.416,-0.002,NaN,45.078,46.51,NaN,466.071,-198.23,16437.08,4.349
08,2024,03,12,12,13,02,0.362,-0.047,NaN,46.431,46.399,NaN,461.297,-323.08,16480.26,4.349
08,2024,03,12,12,13,02,0.372,-0.102,NaN,44.656,45.482,NaN,452.615,-381.354,16444.01,4.349
08,2024,03,12,12,13,03,0.358,-0.095,NaN,47.474,46.533,NaN,454.886,-310.153,16434.07,4.349
08,2024,03,12,12,13,03,0.429,-0.061,NaN,47.341,46.466,NaN,500.403,-424.258,16444.25,4.349
08,2024,03,12,12,13,04,0.281,-0.053,NaN,47.895,46.242,NaN,560.546,-520.433,16431.71,4.349
08,2024,03,12,12,13,04,0.397,-0.039,NaN,47.03,47.874,NaN,684.831,-551.275,16433.13,4.349
08,2024,03,12,12,13,05,0.286,-0.003,NaN,46.475,47.807,NaN,545.308,-363.918,16433.01,4.349
08,2024,03,12,12,13,05,0.445,-0.018,NaN,47.23,45.125,NaN,489.388,-415.592,16472.64,4.349
09,2024,03,12,12,13,23,0.287,-0.074,NaN,46.387,45.661,NaN,808.106,-423.895,16436.06,4.349
09,2024,03,12,12,13,24,0.418,-0.085,NaN,45.877,46.376,NaN,896.208,-288.985,16413.7,4.349
09,2024,03,12,12,13,24,0.316,-0.06,NaN,46.365,47.516,NaN,871.524,-497.254,16452.23,4.349
09,2024,03,12,12,13,25,0.415,-0.03,NaN,46.498,45.125,NaN,1007.923,-365.915,16407.38,4.349
09,2024,03,12,12,13,25,0.407,-0.034,NaN,47.274,46.712,NaN,956.405,-568.856,16459.82,4.349
09,2024,03,12,12,13,26,0.276,0.025,NaN,47.208,46.309,NaN,865.933,-545.242,16453.47,4.349
09,2024,03,12,12,13,26,0.312,-0.068,NaN,47.097,43.203,NaN,967.958,-486.791,16425.22,4.349
09,2024,03,12,12,13,27,0.382,-0.017,NaN,46.143,45.505,NaN,971.43,-428.404,16452.5,4.349
09,2024,03,12,12,13,27,0.323,-0.052,NaN,46.187,45.818,NaN,983.646,-285.132,16430.77,4.349
09,2024,03,12,12,13,28,0.376,-0.019,NaN,46.986,46.153,NaN,941.694,-364.137,16440.27,4.349
09,2024,03,12,12,13,28,0.571,-0.035,NaN,46.209,47.561,NaN,900.302,-428.067,16453.3,4.349
09,2024,03,12,12,13,29,0.234,0.009,NaN,43.015,44.991,NaN,876.833,-527.415,16443.12,4.349
09,2024,03,12,12,13,29,0.372,-0.026,NaN,47.54,47.74,NaN,912.996,-406.693,16443.01,4.349
09,2024,03,12,12,13,30,0.383,-0.074,NaN,46.409,45.236,NaN,883.323,-319.35,16434.56,4.349
09,2024,03,12,12,13,30,0.355,-0.044,NaN,45.477,45.706,NaN,921.947,-449.212,16423.17,4.349
09,2024,03,12,12,13,31,0.373,-0.01,NaN,47.54,45.929,NaN,852.846,-337.097,16446.41,4.349
09,2024,03,12,12,13,31,0.362,-0.037,NaN,46.964,45.08,NaN,813.147,-414.079,16447.96,4.349
09,2024,03,12,12,13,32,0.342,-0.002,NaN,47.851,47.382,NaN,870.584,-324.811,16453.89,4.349
09,2024,03,12,12,13,32,0.361,-0.05,NaN,46.52,46.197,NaN,943.441,-355.309,16445.71,4.349
09,2024,03,12,12,13,33,0.373,-0.009,NaN,48.184,45.549,NaN,933.636,-223.553,16430.85,4.349
09,2024,03,12,12,13,33,0.413,-0.014,NaN,44.967,45.974,NaN,1103.987,-199.81,16463.66,4.349
09,2024,03,12,12,13,34,0.452,-0.013,NaN,46.72,44.812,NaN,1061.515,-160.488,16463.46,4.349
09,2024,03,12,12,13,34,0.238,-0.055,NaN,47.452,43.292,NaN,1060.859,-361.141,16438.39,4.349
09,2024,03,12,12,13,35,0.378,-0.056,NaN,45.566,45.102,NaN,1022.431,-135.475,16470.27,4.349
09,2024,03,12,12,13,35,0.336,-0.036,NaN,47.718,45.929,NaN,1027.454,-163.739,16430.95,4.349
09,2024,03,12,12,13,36,0.333,-0.021,NaN,44.812,45.795,NaN,897.819,93.042,16435.2,4.349
09,2024,03,12,12,13,36,0.361,-0.031,NaN,46.076,46.689,NaN,989.165,128.505,16399.47,4.349
09,2024,03,12,12,13,37,0.406,-0.006,NaN,44.612,44.298,NaN,1006.627,-110.456,16464.96,4.349
09,2024,03,12,12,13,37,0.346,-0.047,NaN,47.429,44.231,NaN,1053.145,-89.217,16451.59,4.349
09,2024,03,12,12,13,38,0.352,-0.042,NaN,46.409,46.354,NaN,1000.068,-297.309,16486.17,4.349
09,2024,03,12,12,13,38,0.418,-0.008,NaN,47.962,47.069,NaN,915.305,-312.434,16438.63,4.349
09,2024,03,12,12,13,39,0.304,-0.044,NaN,47.696,47.561,NaN,981.6,-214.956,16436.93,4.349
09,2024,03,12,12,13,39,0.293,-0.034,NaN,47.474,46.063,NaN,957.321,-425.827,16432.24,4.349
09,2024,03,12,12,13,40,0.361,-0.039,NaN,46.409,45.728,NaN,948.405,-355.594,16472.45,4.349
09,2024,03,12,12,13,40,0.371,-0.07,NaN,45.477,44.477,NaN,948.621,-376.702,16449.13,4.349
09,2024,03,12,12,13,41,0.357,-0.051,NaN,45.677,48.053,NaN,881.089,-408.242,16435.45,4.349
09,2024,03,12,12,13,41,0.408,-0.05,NaN,46.808,45.415,NaN,938.355,-385.227,16416.9,4.349
09,2024,03,12,12,13,42,0.387,-0.017,NaN,46.919,45.281,NaN,940.449,-234.427,16448.62,4.349
09,2024,03,12,12,13,42,0.302,0.029,NaN,45.854,45.326,NaN,908.526,-264.332,16431.89,4.349
09,2024,03,12,12,13,43,0.366,-0.047,NaN,47.252,45.102,NaN,895.597,-308.901,16450.84,4.349
09,2024,03,12,12,13,43,0.36,-0.038,NaN,45.721,43.56,NaN,819.524,-387.021,16459.52,4.349
09,2024,03,12,12,13,44,0.433,-0.036,NaN,47.163,47.449,NaN,758.1,-375.976,16469.62,4.349
09,2024,03,12,12,13,44,0.298,-0.079,NaN,43.569,46.6,NaN,799.484,-343.941,16445.61,4.349
09,2024,03,12,12,13,45,0.313,-0.056,NaN,44.457,45.281,NaN,758.218,-397.153,16453.42,4.349
09,2024,03,12,12,13,45,0.438,-0.062,NaN,48.672,44.544,NaN,760.241,-396.99,16435.66,4.349
09,2024,03,12,12,13,46,0.333,-0.074,NaN,46.076,44.633,NaN,732.786,-514.338,16450.15,4.349
09,2024,03,12,12,13,46,0.332,-0.051,NaN,47.185,46.89,NaN,770.302,-486.047,16447.38,4.349
09,2024,03,12,12,13,47,0.275,-0.054,NaN,47.097,45.08,NaN,791.328,-528.887,16454.37,4.349
09,2024,03,12,12,13,47,0.394,-0.025,NaN,45.899,45.482,NaN,760.435,-437.675,16432.61,4.349
09,2024,03,12,12,13,48,0.36,-0.053,NaN,47.407,45.482,NaN,849.19,-347.779,16449.82,4.349
09,2024,03,12,12,13,48,0.45,-0.11,NaN,49.626,46.287,NaN,816.898,-448.809,16434.17,4.349
09,2024,03,12,12,13,49,0.432,0.004,NaN,45.144,45.795,NaN,784.231,-541.243,16448.82,4.349
09,2024,03,12,12,13,49,0.36,-0.035,NaN,43.525,45.438,NaN,832.557,-493.417,16442.84,4.349
09,2024,03,12,12,13,50,0.367,-0.035,NaN,46.32,45.527,NaN,918.639,-378.157,16430.92,4.349
09,2024,03,12,12,13,50,0.31,-0.057,NaN,44.989,44.275,NaN,820.397,-379.773,16463.33,4.349
09,2024,03,12,12,13,51,0.327,-0.091,NaN,46.631,45.773,NaN,833.25,-280.338,16469.81,4.349
09,2024,03,12,12,13,51,0.252,-0.054,NaN,46.609,46.153,NaN,741.575,-295.435,16459.32,4.349
09,2024,03,12,12,13,52,0.322,-0.048,NaN,46.498,45.929,NaN,778.604,-276.197,16437.09,4.349
09,2024,03,12,12,13,52,0.307,-0.025,NaN,45.943,46.443,NaN,812.573,-251.427,16432.46,4.349
09,2024,03,12,12,13,53,0.328,-0.039,NaN,45.743,46.823,NaN,748.378,-237.075,16451.28,4.349
09,2024,03,12,12,13,53,0.36,-0.069,NaN,47.119,46.376,NaN,744.625,-242.511,16463.62,4.349
09,2024,03,12,12,13,54,0.321,-0.055,NaN,43.503,45.259,NaN,767.927,-223.003,16457.01,4.349
09,2024,03,12,12,13,54,0.363,-0.022,NaN,46.609,46.22,NaN,746.399,-288.584,16447.19,4.349
09,2024,03,12,12,13,55,0.299,-0.011,NaN,46.964,45.907,NaN,742.848,-242.502,16463.59,4.349
09,2024,03,12,12,13,55,0.311,-0.06,NaN,46.631,44.968,NaN,805.625,-333.982,16442.24,4.349
09,2024,03,12,12,13,56,0.33,-0.007,NaN,46.786,45.773,NaN,832.93,-411.661,16445.42,4.349
09,2024,03,12,12,13,56,0.329,0.019,NaN,45.344,45.46,NaN,850.836,-415.202,16434.96,4.349
